Attack 9 10	
Meet 14 15	Entity 13 14	
I B-Individual PRP O
wish O VBP O
I B-Individual PRP O
could O MD O
have O VB O
been O VBN O
at O IN O
a O DT O
Pub B-Building-Grounds NN O
, O , O
or O CC O
wherever B-Building-Grounds WRB O
these O DT O
people B-Group NNS B-Entity
convene O VBP B-Meet-T
, O , O
to O TO O
see O VB O
the O DT O
reactions O NNS O
from O IN O
all O PDT O
the O DT O
Britons B-Group NNPS O
who B-Group WP O
read O VBD O
the O DT O
Telegraph B-Media NNP O
this B-Time DT O
morning I-Time NN O
( O NN O
emphasis O NN O
added O VBD O
) O CD O
: O : O
Britain B-Nation NNP O
's O POS O
gun B-Shooting NN O
laws O NNS O
are O VBP O
aimed O VBN O
at O IN O
the O DT O
wrong O JJ O
target O NN O
, O , O
curbing O VBG O
and O CC O
criminalising O VBG O
legal O JJ O
ownership O NN O
while O IN O
failing O VBG O
to O TO O
tackle O VB O
huge O JJ O
rises O NNS O
in O IN O
shooting O JJ O
offences O NNS O
over O IN O
the B-Time DT O
past I-Time JJ O
few I-Time JJ O
years I-Time NNS O
, O , O
according O VBG O
to O TO O
an O DT O
international O JJ O
firearms B-Shooting NNS O
legislation O NN O
expert B-Individual NN O

Attack 35 36	Instrument 28 29	Place 34 35	
Prof B-Individual NNP O
Gary B-Individual NNP O
Mauser I-Individual NNP O
said O VBD O
that O IN O
Britain B-Nation NNP O
was O VBD O
making O VBG O
the O DT O
same O JJ O
mistake O NN O
as O IN O
Canada B-Nation NNP O
and O CC O
Australia B-Nation NNP O
in O IN O
focusing O VBG O
on O IN O
legal O JJ O
owners B-Group NNS O
- O : O
a O DT O
section B-Group NN O
of O IN O
the O DT O
law-abiding O JJ O
community B-Group NN O
where B-Group WRB O
gun B-Shooting NN B-Instrument
crimes O NNS O
, O , O
such O JJ O
as O IN O
the O DT O
Dunblane B-Population-Center NNP B-Place
massacre O NN B-Attack-T
, O , O
were O VBD O
aberrations O NNS O

Die 16 17	Time-Within 1 5	Victim 11 12	Victim 14 15	Instrument 20 21	
In O IN O
the B-Time DT B-Time-Within
past I-Time JJ I-Time-Within
two I-Time CD I-Time-Within
years I-Time NNS I-Time-Within
, O , O
there O EX O
have O VBP O
been O VBN O
cases O NNS O
of O IN O
schoolchildren B-Group NNS B-Victim
and O CC O
a O DT O
baby B-Individual NN B-Victim
, O , O
killed O VBN B-Die-T
or O CC O
injured O VBN O
by O IN O
guns B-Shooting NNS B-Instrument

Injure 18 19	Time-Within 1 5	Victim 11 12	Victim 14 15	Instrument 20 21	
In O IN O
the B-Time DT B-Time-Within
past I-Time JJ I-Time-Within
two I-Time CD I-Time-Within
years I-Time NNS I-Time-Within
, O , O
there O EX O
have O VBP O
been O VBN O
cases O NNS O
of O IN O
schoolchildren B-Group NNS B-Victim
and O CC O
a O DT O
baby B-Individual NN B-Victim
, O , O
killed O VBN O
or O CC O
injured O VBN B-Injure-T
by O IN O
guns B-Shooting NNS B-Instrument

Transport 41 42	Agent 27 28	Artifact 43 44	Destination 46 47	
The O DT O
sad O JJ O
truth O NN O
is O VBZ O
that O IN O
while O IN O
the O DT O
police B-Government NN O
officers B-Group NNS O
are O VBP O
inspecting O VBG O
farmers B-Group NNS O
' O POS O
gun B-Shooting NN O
cabinets O NNS O
to O TO O
see O VB O
if O IN O
they B-Group PRP O
comply O VBP O
with O IN O
regulations O NNS O
somewhere B-Region-General RB O
in O IN O
the O DT O
UK B-Nation NNP O
, O , O
someone B-Individual NN B-Agent
, O , O
who B-Individual WP O
has O VBZ O
not O RB O
filled O VBN O
in O IN O
a O DT O
firearms B-Shooting NNS O
certificate O NN O
form O NN O
, O , O
will O MD O
be O VB O
smuggling O NN B-Transport-T
a O DT O
gun B-Shooting NN B-Artifact
into O IN O
the O DT O
country B-Nation NN B-Destination
or O CC O
selling O VBG O
one B-Shooting CD O
to O TO O
an O DT O
inner O JJ O
city B-Population-Center NN O
youth B-Individual NN O

Transport 8 9	Artifact 0 1	Destination 12 13	
He B-Individual PRP B-Artifact
found O VBD O
the O DT O
lane B-Path NN O
to O TO O
the O DT O
farm B-Building-Grounds NN O
and O CC O
drove O VBD B-Transport-T
up O RP O
into O IN O
the O DT O
farmyard B-Subarea-Facility NN B-Destination
, O , O
where B-Subarea-Facility WRB O
he B-Individual PRP O
was O VBD O
met O VBN O
by O IN O
the O DT O
farmer B-Individual NN O

Transfer-Money 29 30	Recipient 11 12	Giver 18 20	Giver 21 24	
In O IN O
a O DT O
monstrous O JJ O
conflict O NN O
of O IN O
interest O NN O
for O IN O
a O DT O
supposed O VBN O
straight O JJ O
news O NN O
reporter B-Individual NN B-Recipient
, O , O
Fasulo B-Individual NNP O
acknowledges O VBZ O
Ted B-Individual NNP O
Turner I-Individual NNP O
's O POS O
U.N. B-Non-Governmental NNP B-Giver
Foundation I-Non-Governmental NNP I-Giver
and O CC O
Better B-Non-Governmental NNP B-Giver
World I-Non-Governmental NNP I-Giver
Campaign I-Non-Governmental NNP I-Giver
for O IN O
`` O `` O
their B-Non-Governmental PRP$ O
generous O JJ O
financial O JJ O
support O NN B-Transfer-Money-T
'' O '' O
of O IN O
her B-Individual PRP$ O
book O NN O
project O NN O

Transfer-Money 10 12	Recipient 6 7	
It O PRP O
seems O VBZ O
a O DT O
supposed O VBN O
straight O JJ O
shooting O NN O
reporter B-Individual NN B-Recipient
with O IN O
NBC B-Media NNP O
was O VBD O
taking O VBG B-Transfer-Money-T
money O NN I-Transfer-Money-T
to O TO O
fund O VB O
a O DT O
book O NN O
that O WDT O
is O VBZ O
so O RB O
pro-united O JJ O
nations O NNS O
that O IN O
its O PRP$ O
almost O RB O
sickening O JJ O
to O TO O
read O VB O

Transfer-Money 11 12	Recipient 0 1	Giver 4 7	
She B-Individual PRP B-Recipient
also O RB O
thanks O NNS O
the O DT O
Rockefeller B-Non-Governmental NNP B-Giver
Brothers I-Non-Governmental NNPS I-Giver
Fund I-Non-Governmental NNP I-Giver
`` O `` O
for O IN O
helping O VBG O
to O TO O
fund O VB B-Transfer-Money-T
the O DT O
project O NN O

Transfer-Money 5 6	Giver 4 5	
Actually O RB O
, O , O
the O DT O
pro-U.N. O NN O
lobby B-Group NN B-Giver
paid O VBN B-Transfer-Money-T
for O IN O
it O PRP O

Transfer-Money 7 8	Recipient 2 3	Giver 11 12	
Its B-Media PRP$ O
U.N. O NNP O
reporter B-Individual NN B-Recipient
has O VBZ O
been O VBN O
on O IN O
the O DT O
payroll O NN B-Transfer-Money-T
of O IN O
the O DT O
U.N. O NNP O
lobby B-Group NN B-Giver

Transfer-Money 18 19	Recipient 4 5	Giver 22 23	
Why O WRB O
would O MD O
an O DT O
NBC B-Media NNP O
reporter B-Individual NN B-Recipient
( O NN O
who B-Individual WP O
also O RB O
reports O VBZ O
on O IN O
the O DT O
U.N. O NNP O
for O IN O
National B-Media NNP O
Public I-Media NNP O
Radio I-Media NNP O
) O NNP O
take O VB O
money O NN B-Transfer-Money-T
from O IN O
the O DT O
U.N. O NNP O
lobby B-Group NN B-Giver

Attack 17 18	Instrument 11 12	
The O DT O
informant B-Individual NN O
offered O VBD O
to O TO O
help O VB O
U.N. O NNP O
forces B-Group NNS O
in O IN O
raiding O NN O
the O DT O
government B-Government NN O
stockpiles B-Underspecified NNS B-Instrument
to O TO O
be O VB O
used O VBN O
in O IN O
the O DT O
genocide O NN B-Attack-T
campaign O NN O

Attack 26 27	Place 20 21	Instrument 23 24	
The O DT O
truth O NN O
is O VBZ O
that O IN O
, O , O
as O IN O
director B-Individual NN O
of O IN O
U.N. O NNP O
peacekeeping O NN O
, O , O
Annan B-Individual NNP O
personally O RB O
refused O VBD O
requests O NNS O
to O TO O
authorize O VB O
U.N. O NNP O
peacekeepers B-Group NNS O
in O IN O
Rwanda B-Nation NNP B-Place
to O TO O
seize O VB O
weapons B-Underspecified NNS B-Instrument
and O CC O
prevent O VBP O
genocide O NN B-Attack-T

Attack 10 11	
The O DT O
result O NN O
was O VBD O
that O IN O
the O DT O
information O NN O
dried O VBD O
up O RB O
and O CC O
the O DT O
genocide O NN B-Attack-T
took O VBD O
place O NN O

Transfer-Money 31 32	Beneficiary 0 2	
Linda B-Individual NNP B-Beneficiary
Fasulo I-Individual NNP I-Beneficiary
, O , O
the O DT O
U.N. O NNP O
correspondent B-Individual NN O
for O IN O
NBC B-Media NNP O
News O NNP O
and O CC O
MSNBC B-Media NNP O
, O , O
has O VBZ O
written O VBN O
a O DT O
pro-U.N. O NN O
book O NN O
, O , O
An O DT O
Insider B-Individual NNP O
's O POS O
Guide O NNP O
to O TO O
the O DT O
U.N. O NNP O
, O , O
which O WDT O
reads O VBZ O
like O IN O
the O DT O
U.N. O NNP O
paid O VBD B-Transfer-Money-T
for O IN O
it O PRP O

Attack 51 52	Target 54 55	Target 57 58	Place 59 60	Time-Within 61 62	
In O IN O
an O DT O
April B-Time NNP O
30 I-Time CD O
, I-Time , O
2001 I-Time CD O
, O , O
Washington B-Media NNP O
Times I-Media NNP O
column O NN O
, O , O
Nat B-Individual NNP O
Hentoff I-Individual NNP O
noted O VBD O
that O IN O
the O DT O
media B-Media NNS O
have O VBP O
devoted O VBN O
`` O `` O
scant O JJ O
mention O NN O
'' O '' O
to O TO O
the O DT O
`` O `` O
plain O JJ O
fact O NN O
that O IN O
it O PRP O
was O VBD O
Mr. O NNP O
Annan B-Individual NNP O
, O , O
when O WRB O
he B-Individual PRP O
was O VBD O
head B-Individual NN O
of O IN O
the O DT O
United B-Non-Governmental NNP O
Nation I-Non-Governmental NNP O
's O POS O
peacekeeping O VBG O
office B-Non-Governmental NN O
, O , O
who B-Non-Governmental WP O
could O MD O
have O VB O
prevented O VBN O
the O DT O
slaughter O NN B-Attack-T
of O IN O
800,000 O CD O
Tutsis B-Group NNPS B-Target
and O CC O
their B-Group PRP$ O
sympathizers B-Group NNS B-Target
in O IN O
Rwanda B-Nation NNP B-Place
in O IN O
1994 B-Time CD B-Time-Within

Meet 29 30	Entity 6 8	Entity 15 16	Entity 17 18	
Perhaps O RB O
because O IN O
longtime O JJ O
NBC B-Media NNP O
News O NNP O
anchor B-Individual NN O
Tom B-Individual NNP B-Entity
Brokaw I-Individual NNP I-Entity
put O VBD O
his B-Individual PRP$ O
stamp O NN O
of O IN O
approval O NN O
on O IN O
the O DT O
UNA-USA B-Non-Governmental NNP B-Entity
and O CC O
BCUN B-Non-Governmental NNP B-Entity
by O IN O
acting O VBG O
as O IN O
master B-Individual NN O
of O IN O
ceremonies O NNS O
at O IN O
their B-Non-Governmental PRP$ O
2001 B-Time CD O
Global O JJ O
Leadership O NN O
Dinner O NN B-Meet-T

Attack 26 27	Attacker 22 23	
It O PRP O
's O VBZ O
true O JJ O
, O , O
Hentoff B-Individual NNP O
said O VBD O
, O , O
that O IN O
the O DT O
U.N. O NNP O
issued O VBD O
a O DT O
report O NN O
in O IN O
1999 B-Time CD O
that O WDT O
acknowledged O VBD O
, O , O
to O TO O
some O DT O
extent O NN O
, O , O
its B-Non-Governmental PRP$ B-Attacker
role O NN O
in O IN O
the O DT O
killings O NNS B-Attack-T

Attack 21 22	Place 20 21	
But O CC O
for O IN O
five B-Time CD O
and I-Time CC O
a I-Time DT O
half I-Time NN O
years I-Time NNS O
, O , O
he B-Individual PRP O
noted O VBD O
, O , O
Annan B-Individual NNP O
`` O `` O
refused O VBD O
to O TO O
accept O VB O
any O DT O
responsibility O NN O
for O IN O
the O DT O
Rwandan B-Nation JJ B-Place
holocaust O NN B-Attack-T
until O IN O
Mr. O NNP O
Gourevitch B-Individual NNP O
and O CC O
others B-Group NNS O
revealed O VBD O
that O IN O
less O JJR O
than O IN O
5,000 O CD O
U.N. O NNP O
troops B-Group NNS O
could O MD O
have O VB O
stopped O VBD O
the O DT O
killings O NNS O
if O IN O
Mr. O NNP O
Annan B-Individual NNP O
had O VBD O
not O RB O
closed O VBN O
his B-Individual PRP$ O
eyes O NNS O

Attack 23 24	Attacker 18 19	
Yup O RB O
, O , O
good O JJ O
ole O NN O
Kofi B-Individual NNP O
told O VBD O
this O DT O
poor O JJ O
guy B-Individual NN O
to O TO O
give O VB O
the O DT O
secret O JJ O
info O NN O
over O IN O
to O TO O
the O DT O
very O JJ O
government B-Nation NN B-Attacker
that B-Government WDT O
was O VBD O
planning O VBG O
the O DT O
genocide O NN B-Attack-T

Phone-Write 15 16	Entity 0 1	Entity 20 21	
He B-Individual PRP B-Entity
asked O VBD O
for O IN O
that O DT O
approval O NN O
but O CC O
the O DT O
answer O NN O
came O VBD O
back O RB O
in O IN O
a O DT O
now-infamous O JJ O
`` O `` O
genocide O NN O
fax O NN B-Phone-Write-T
'' O '' O
from O IN O
Annan B-Individual NNP O
's O POS O
office B-Non-Governmental NN B-Entity

End-Position 10 11	Person 7 9	Entity 11 14	
Another O DT O
endorsement O NN O
of O IN O
the O DT O
book O NN O
comes O VBZ O
from O IN O
Barbara B-Individual NNP B-Person
Crossette I-Individual NNP I-Person
, O , O
former B-Time JJ B-End-Position-T
New B-Media NNP B-Entity
York I-Media NNP I-Entity
Times I-Media NNP I-Entity
bureau O NN O
chief B-Individual NN O
at O IN O
the O DT O
U.N. O NNP O
who B-Individual WP O
now B-Time RB O
writes O VBZ O
for O IN O
U.N. B-Media NNP O
Wire I-Media NNP O
, O , O
a O DT O
Ted O NNP O
Turner-funded O JJ O
online O NN O
news O NN O
service B-Media NN O
that O WDT O
covers O VBZ O
the O DT O
U.N B-Non-Governmental NNP O

Attack 10 11	Place 9 10	
She B-Individual PRP O
admits O VBZ O
, O , O
however O RB O
, O , O
that O IN O
, O , O
`` O `` O
The O DT O
Rwanda B-Nation NNP B-Place
massacres O NNS B-Attack-T
occurred O VBD O
while O IN O
Annan B-Individual NNP O
was O VBD O
U.N B-Non-Governmental NNP O
. O . O
Undersecretary B-Individual NNP O
General O NNP O
for O IN O
peacekeeping O NN O
, O , O
'' O '' O
and O CC O
that O IN O
`` O `` O
After O IN O
he B-Individual PRP O
became O VBD O
SG B-Individual NNP O
[ O NNP O
Secretary B-Individual NNP O
General O NNP O
] O NNP O
, O , O
Annan B-Individual NNP O
commissioned O VBD O
a O DT O
report O NN O
to O TO O
examine O VB O
what O WP O
had O VBD O
happened O VBN O
and O CC O
suggest O VBP O
remedies O NNS O

Phone-Write 34 35	Entity 19 21	Entity 39 40	
Writer B-Individual NN O
and O CC O
author B-Individual NN O
Philip B-Individual NNP O
Gourevitch I-Individual NNP O
has O VBZ O
described O VBN O
in O IN O
detail O NN O
how O WRB O
, O , O
three B-Time CD O
months I-Time NNS O
before I-Time IN O
the I-Time DT O
genocide I-Time NN O
, O , O
Major O NNP O
General B-Individual NNP O
Romeo B-Individual NNP B-Entity
Dallaire I-Individual NNP I-Entity
, O , O
the O DT O
commander B-Individual NN O
of O IN O
several O JJ O
thousand O CD O
U.N. O NNP O
troops B-Group NNS O
in O IN O
Rwanda B-Nation NNP O
, O , O
sent O VBD O
a O DT O
fax O NN B-Phone-Write-T
to O TO O
Kofi B-Individual NNP O
Annan I-Individual NNP O
's O POS O
office B-Non-Governmental NN B-Entity
, O , O
saying O VBG O
he B-Individual PRP O
had O VBD O
received O VBN O
evidence O NN O
from O IN O
a O DT O
Rwandan B-Nation JJ O
government B-Government NN O
informant B-Individual NN O
that O WDT O
genocide O NN O
was O VBD O
being O VBG O
planned O VBN O

Attack 52 53	Place 30 31	
Writer B-Individual NN O
and O CC O
author B-Individual NN O
Philip B-Individual NNP O
Gourevitch I-Individual NNP O
has O VBZ O
described O VBN O
in O IN O
detail O NN O
how O WRB O
, O , O
three B-Time CD O
months I-Time NNS O
before I-Time IN O
the I-Time DT O
genocide I-Time NN O
, O , O
Major O NNP O
General B-Individual NNP O
Romeo B-Individual NNP O
Dallaire I-Individual NNP O
, O , O
the O DT O
commander B-Individual NN O
of O IN O
several O JJ O
thousand O CD O
U.N. O NNP O
troops B-Group NNS O
in O IN O
Rwanda B-Nation NNP B-Place
, O , O
sent O VBD O
a O DT O
fax O NN O
to O TO O
Kofi B-Individual NNP O
Annan I-Individual NNP O
's O POS O
office B-Non-Governmental NN O
, O , O
saying O VBG O
he B-Individual PRP O
had O VBD O
received O VBN O
evidence O NN O
from O IN O
a O DT O
Rwandan B-Nation JJ O
government B-Government NN O
informant B-Individual NN O
that O WDT O
genocide O NN B-Attack-T
was O VBD O
being O VBG O
planned O VBN O

Attack 29 30	Attacker 24 25	
It O PRP O
denied O VBD O
authorization O NN O
for O IN O
the O DT O
mission O NN O
and O CC O
told O VBD O
him B-Individual PRP O
that O IN O
he B-Individual PRP O
should O MD O
turn O VB O
the O DT O
information O NN O
provided O VBN O
by O IN O
the O DT O
confidential O JJ O
witness B-Individual NN O
over O IN O
to O TO O
the O DT O
Rwandan B-Nation JJ O
government B-Nation NN B-Attacker
which B-Government WDT O
was O VBD O
planning O VBG O
the O DT O
genocide O NN B-Attack-T

Transport 15 16	Agent 11 13	Artifact 17 18	
She B-Individual PRP O
tries O VBZ O
to O TO O
blame O VB O
the O DT O
U.S. O NNP O
and O CC O
other O JJ O
members B-Nation NNS O
of O IN O
the O DT O
Security B-Non-Governmental NNP B-Agent
Council I-Non-Governmental NNP I-Agent
for O IN O
not O RB O
sending O VBG B-Transport-T
enough O RB O
troops B-Group NNS B-Artifact
to O TO O
stop O VB O
it O PRP O

Attack 19 20	Time-Within 18 19	Place 21 22	
A O DT O
fascinating O JJ O
part O NN O
of O IN O
the O DT O
book O NN O
is O VBZ O
how O WRB O
Fasulo B-Individual NNP O
manages O VBZ O
to O TO O
gloss O VB O
over O IN O
Annan B-Individual NNP O
's O POS O
role O NN O
in O IN O
the O DT O
1994 B-Time CD B-Time-Within
genocide O NN B-Attack-T
in O IN O
Rwanda B-Nation NNP B-Place

Transfer-Ownership 8 9	Buyer 1 2	Artifact 14 15	
The O DT O
company B-Commercial NN B-Buyer
intended O VBD O
to O TO O
use O VB O
the O DT O
cash O NN O
to O TO O
pay O VB B-Transfer-Ownership-T
an O DT O
artificially O RB O
low O JJ O
price O NN O
for O IN O
Yukos B-Commercial NNP B-Artifact
assets O NNS O

Attack 10 11	Target 12 13	
This O DT O
despite O IN O
several O JJ O
late O JJ O
hits O NNS O
to O TO O
the O DT O
head O NN O
, O , O
low O JJ O
hits O NNS B-Attack-T
at O IN O
his B-Individual PRP$ B-Target
knees O NNS O
and O CC O
ankles O NNS O
, O , O
and O CC O
various O JJ O
other O JJ O
assaults O NNS O
outside O IN O
the O DT O
realm O NN O
of O IN O
good O JJ O
sportsmanship O NN O

Attack 4 5	Target 12 13	
This O DT O
despite O IN O
several O JJ O
late O JJ O
hits O NNS B-Attack-T
to O TO O
the O DT O
head O NN O
, O , O
low O JJ O
hits O NNS O
at O IN O
his B-Individual PRP$ B-Target
knees O NNS O
and O CC O
ankles O NNS O
, O , O
and O CC O
various O JJ O
other O JJ O
assaults O NNS O
outside O IN O
the O DT O
realm O NN O
of O IN O
good O JJ O
sportsmanship O NN O

Attack 20 21	Target 12 13	
This O DT O
despite O IN O
several O JJ O
late O JJ O
hits O NNS O
to O TO O
the O DT O
head O NN O
, O , O
low O JJ O
hits O NNS O
at O IN O
his B-Individual PRP$ B-Target
knees O NNS O
and O CC O
ankles O NNS O
, O , O
and O CC O
various O JJ O
other O JJ O
assaults O NNS B-Attack-T
outside O IN O
the O DT O
realm O NN O
of O IN O
good O JJ O
sportsmanship O NN O

End-Position 21 22	Time-Within 0 3	Entity 5 6	Person 11 12	
A B-Time DT B-Time-Within
year I-Time NN I-Time-Within
ago I-Time RB I-Time-Within
, O , O
the O DT O
program B-Sports NN B-Entity
was O VBD O
in O IN O
disarray O NN O
and O CC O
the O DT O
coach B-Individual NN B-Person
was O VBD O
one O CD O
poorly O RB O
executed O VBN O
plane B-Air NN O
trip O NN O
away O RB O
from O IN O
being O VBG O
fired O VBN B-End-Position-T
by O IN O
an O DT O
over-zealous O JJ O
and O CC O
too O RB O
empowered O VBN O
booster B-Individual NN O
with O IN O
a O DT O
fat O JJ O
checkbook O NN O

Transfer-Money 2 3	Giver 0 1	Time-Within 3 5	Money 6 8	Recipient 12 14	
Johnson B-Individual NNP B-Giver
's O POS O
donations O NNS B-Transfer-Money-T
last B-Time JJ B-Time-Within
year I-Time NN I-Time-Within
included O VBD O
$ B-Money $ B-Money
287,490 I-Money CD I-Money
for O IN O
Domocratic B-Non-Governmental JJ O
gubernatorial O JJ O
hopeful B-Individual JJ O
Tim B-Individual NNP B-Recipient
Kaine I-Individual NNP I-Recipient

Transfer-Money 23 24	Time-Within 6 11	Giver 12 15	Place 18 19	Money 25 27	
The O DT O
single O JJ O
largest O JJS O
political O JJ O
donor B-Individual NN O
in O IN O
the B-Time DT B-Time-Within
second I-Time JJ I-Time-Within
half I-Time NN I-Time-Within
of I-Time IN I-Time-Within
2004 I-Time CD I-Time-Within
was O VBD O
Sheila B-Individual NNP B-Giver
C. I-Individual NNP I-Giver
Johnson I-Individual NNP I-Giver
, O , O
of O IN O
the O DT O
Plains B-Population-Center NNP B-Place
, O , O
who B-Individual WP O
made O VBD O
five O CD O
contributions O NNS B-Transfer-Money-T
totaling O VBG O
$ B-Money $ B-Money
320,490 I-Money CD I-Money

Elect 23 24	Position 19 20	Person 21 23	
